profile_id,arrival_time_mean,arrival_time_std,departure_time_mean,departure_time_std,soc_arrival_mean,soc_arrival_std,daily_consumption_mean,daily_consumption_std,charging_preference
0,17.31970481766223,0.5633882514590854,9.611491164658336,0.43905164375634853,0.7992056306178905,0.13473677731958864,18.861132451560735,4.8448541967612355,smart
1,20.895781816180154,1.2528375876017228,6.702584111056995,0.6989194840079552,0.4800195655485052,0.18310390118192246,16.939880631401017,2.829404888520235,immediate
2,17.309968559446528,0.737315758950912,6.317110338022838,0.7607908198016304,0.63584814238615,0.11693939223598791,15.15581880902517,3.820914283883701,delayed
3,18.251432633670785,1.4532458075288741,7.176686518621631,0.9180445405772126,0.49315700872980467,0.1424639609005335,16.019286565243434,3.9966906487387455,immediate
4,16.190992827113547,0.9556974261129538,9.201370589455443,0.68899162098669,0.6254308135568489,0.1653767386506004,11.058462335691603,2.7393942937075546,immediate
5,15.04235349655355,0.741958460536694,8.871146675116748,0.45147090464943507,0.7420524043998455,0.14606626150711352,9.524638679499997,2.638896764274746,delayed
6,21.248974373869853,0.838424016455595,7.473282821196958,0.9407063603040826,0.3509132404691774,0.16685931329947581,18.629418228232268,2.8787914266716608,immediate
7,20.376545852991136,0.956644737978198,7.66736108257842,0.7507838797211674,0.6357506272652943,0.1039761375593791,13.34779761589271,2.2327160313251286,immediate
8,18.771350033676804,1.3215990243368774,6.949593742688103,0.866748151426054,0.40784580119671204,0.1153721846329125,13.131350683925913,3.1511794704725045,smart
9,15.662869591767846,0.9562515290266508,8.236759586823819,0.4943249974479823,0.34736948413131474,0.1874704911101587,11.509196491560218,3.0360970105724303,immediate
10,16.439011156258932,0.7002954229533699,4.664453253333391,0.586126137997828,0.7581488735782896,0.13397516286958114,8.36454690012988,2.5353110187223287,smart
11,14.54672007118046,1.0908586063145111,7.65249767635629,0.4359691713790979,0.36032210931365155,0.1520759775314477,15.983152833708107,2.4969102139056094,delayed
12,18.472401024657657,1.3650286839296575,8.83405813239062,0.852531738156947,0.35204135452686547,0.12038314558111946,8.457193964309468,2.4349338362802704,smart
13,20.46534040356293,0.7221449279173131,9.401475661209268,0.7517278215937115,0.5769605243679317,0.14861303474468118,13.0390501013701,4.750696089854854,immediate
14,20.145279098402415,0.5534896260269153,4.384135598793629,0.5857611491722772,0.7989242597794706,0.17751346991962202,18.5288954718587,3.1057236927368423,immediate
15,17.816467807710353,1.267990468322446,7.830367617797529,0.927159060253113,0.7836626283976629,0.147102067843131,10.672000013368786,3.5513393211539412,smart
16,20.71519963043218,0.79292685968308,9.780658709777045,0.4497501560416939,0.5942295614110829,0.13145070059691155,18.250515309040907,4.1442607121181325,smart
17,19.84348115580422,0.6996823945919554,5.741568644773819,0.3643267556871134,0.5582504030285456,0.11501279526119458,14.800304293295081,4.1819196275382335,delayed
18,17.17099011506736,1.403699782688481,7.467859088278369,0.4142333215706425,0.7379509632232732,0.1932239276351138,12.799950579714174,2.917244773546024,immediate
19,15.558861639173834,1.3597273459907342,8.613615208152694,0.38226178063864813,0.5380139639320349,0.1676179094465096,18.76508912903354,3.146057641738966,immediate
20,18.711766717353516,1.4129657091858459,7.45750189192493,0.6210385924246082,0.37302820694540606,0.13949501111813783,16.6711968798018,3.1006053336627617,immediate
21,16.743481719611225,1.2818954979063462,8.690306451603773,0.7853439844747373,0.750040913387492,0.16830081508617983,17.134462051372086,2.6480298010911807,smart
22,20.42974570580835,0.9472132421792108,8.128028927248927,0.5494751123430819,0.3920595714808106,0.12562511591705952,8.419387764685643,2.271868948680155,delayed
23,17.053286123564746,1.3662178280944557,10.66767352594746,0.8668131708604989,0.47838445522903467,0.16543140703513343,12.205189109491448,3.9281460643162074,immediate
24,16.27551695438709,1.47783965427042,7.51505466371958,0.5004074891364538,0.6004189174080423,0.1428306979910911,11.679987051319124,2.750112914848806,immediate
25,16.37424430831724,1.2828793161887624,8.549930035528803,0.6395270264080413,0.3361140106780991,0.11654426776537359,18.714855729466382,3.808447466015389,immediate
26,16.578219642668426,1.203764915200801,6.718793404588485,0.6896166489674987,0.4467249851415685,0.10800617177205862,12.79410893284323,4.254296057344659,delayed
27,19.988299580818147,0.9052690080201573,6.5082101739183145,0.5227602664928658,0.6060920974559374,0.1063565979524695,17.68865808136777,2.5195008414600126,delayed
28,13.687035732144693,0.9498825230522407,8.422426250302665,0.44294026052996693,0.6385895737188778,0.11899075067675063,9.487979130018616,4.790888304413754,immediate
29,19.03136745824347,0.7281319325827333,7.3686469345740795,0.9437251257670731,0.4320278693561222,0.154185213074929,12.937504845113178,3.008028232521431,delayed
30,15.820659128026655,1.0588929011688109,8.974515475662253,0.3372204754246676,0.34261919758365394,0.1990781259966738,16.97219494461415,4.411786710290295,delayed
31,17.211303159143046,0.9198604260264598,6.367498699776709,0.8304384178115141,0.5703715235719247,0.19567318905380923,15.649703092491798,2.455077611535353,delayed
32,18.4789530820365,0.5578222492193211,7.5188844017583625,0.5587573588546586,0.7842746908360195,0.194059851896738,19.433983961913434,2.662910726650731,smart
33,21.374091051739022,1.445382137202456,5.381455364227833,0.8724687247175835,0.7399591236633558,0.1703235386386514,11.522634530427155,2.5720816959633583,delayed
34,18.700354430627744,0.982800524802448,6.378018236097679,0.39513948573364466,0.48144477798843577,0.1258760287628875,15.43206357311205,3.1026215880865644,delayed
35,18.650256590958765,1.2687984021056897,8.326712852779275,0.9362501983236962,0.4329343748095998,0.1421713201972018,9.029443764807219,3.3685454634713237,delayed
36,20.496684321632745,1.1160669236600618,5.566214718863199,0.8311518395067239,0.634368142067615,0.1325826974383052,8.549399181959993,2.547330871530553,delayed
37,17.335555613295693,1.4901648933369769,9.063972788905797,0.9069675441191298,0.32409043607923854,0.19162215979222147,13.594432452439454,4.892726619611503,delayed
38,16.80170180479475,0.7351435098986479,6.18595789584657,0.9804127212060114,0.3923863155696273,0.1408794673008081,15.677315888524895,4.93286126982632,immediate
39,21.45178843713941,0.8968710510447775,5.033287349052811,0.8721482902825495,0.34599780287615134,0.17047899317063026,14.407147639490425,2.7257808679571376,delayed
40,17.491854020880883,1.3299490921942052,5.95959333861402,0.3285613734920638,0.6888981470567784,0.13304331458340407,19.17493635888963,3.8514415430015676,delayed
41,17.703635299470463,1.0644649201507126,8.844756274512358,0.6206153085571036,0.3520322542943737,0.15970880391584588,15.475772553803829,4.295990218379104,smart
42,17.810597764237368,0.9430816821234504,7.294005177348616,0.930139231337908,0.78999119091826,0.1971235006613742,10.756346153662736,3.490686084685629,immediate
43,13.597716591666135,0.8679827823670471,5.020023782877757,0.49518278579193664,0.4151547885431517,0.17489557144473902,11.534596397736694,4.11963089438823,immediate
44,15.484524033204945,1.3019792390755578,7.037952942776147,0.775770586928703,0.7574576209044276,0.11429867048328714,8.884455414125803,4.803911620465471,immediate
45,17.401263261491664,0.7503669197656827,8.058661069216242,0.6976339592391162,0.3361241313138466,0.17030668772678148,14.447328293879622,3.7177641515574664,smart
46,17.742311021164312,0.6525142832995415,6.689838002496366,0.4903251874215969,0.6467723958314814,0.166821280725,18.27794129748236,4.636607705559512,delayed
47,22.105136790631793,0.8255725660677175,4.22280299725851,0.49414925882072797,0.5757876888885833,0.16579341741630693,15.08685544292473,4.863258564089959,immediate
48,18.91836110966517,0.8723416850546741,8.993684055021314,0.30130436973615443,0.4561427342633706,0.12537618524686375,18.078978639752187,4.598746192654787,immediate
49,21.326807978102057,0.6020711536275364,6.69064764757387,0.46620475149956275,0.41732245114870764,0.14798386489009735,11.835696568850775,3.6794652525663314,immediate
50,17.016399977238777,1.3146769299652705,7.321591005419269,0.3346279743505884,0.4197891236839197,0.11018581642030417,12.13716691775488,3.9353427025405088,delayed
51,19.116071858184217,0.7428756780276384,6.756180414391022,0.4597371825872908,0.6380235752963375,0.11972343866888668,16.14515259054307,4.93082405088845,smart
52,18.719247842687892,0.6600105403629238,3.577750798167269,0.9941685892633778,0.7822003508702914,0.1127112052770905,18.904770464196,2.580255014115376,immediate
53,19.380046954817143,0.8534079797309434,8.625957876145483,0.5309526841134624,0.7083692095425955,0.19943768165049575,18.089138453924548,3.0384287793028766,smart
54,17.093999094643237,1.0339234469910732,6.748614922232751,0.7466942148521327,0.6868333866708674,0.17612313354066403,19.563116067245378,2.17523414235296,immediate
55,18.82745679047445,0.9765535817914388,5.830007151129949,0.4232900246829484,0.7064757015126039,0.19080690443845424,8.987928314861007,2.464696735274896,immediate
56,15.773038677216082,1.008987483854169,6.01077105551216,0.9800199475133857,0.7493867154258709,0.1949582848945752,9.273966530992496,3.4641091485625757,immediate
57,18.77470377075991,1.1003555507831662,8.616329768398737,0.7508018204547674,0.5858022971436343,0.182522715796533,14.003276370019387,2.809555221037054,delayed
58,16.53009545445648,1.4570626321978062,9.994132294148582,0.9543254768817648,0.5576375501538724,0.19963574617147925,9.915944522396906,3.6111195290369604,immediate
59,20.595339272946525,0.9533263683406926,6.753558475869037,0.44756003474258443,0.46001566951200396,0.11346050345188365,17.712106099700193,2.6620267918766407,delayed
60,16.818388897798222,0.5160571382300243,7.936610865743629,0.5879473920784,0.3707653994258321,0.11078945214943162,15.267232697608584,4.484579764725889,smart
61,18.575723530607192,0.7887316505602265,6.4989696177349625,0.8420868524876084,0.4378451355605694,0.14809294695634298,19.146767654345986,4.25664719097481,immediate
62,17.401495488233238,0.5081545944594297,7.895150351935415,0.8042340865538906,0.37840766091330674,0.18720478499706203,17.27989974817354,4.672516742163841,immediate
63,20.884287756815443,0.7757051952832463,7.418043069470684,0.4348747462907476,0.6856908633800567,0.1889529234982881,17.73096147795709,3.689715658613854,smart
64,17.9072330424574,0.5688540644934488,7.188103288643323,0.6185856440938264,0.36379744682564025,0.10334329743538284,11.799539912833199,2.524560599341788,delayed
65,20.11245437396988,0.647330526053772,9.135160453182298,0.8850493286698404,0.6294610295603322,0.13302431047025293,9.876643981202289,2.7118199214744503,smart
66,19.452066330855757,1.1960972382868413,6.7918068455958815,0.48634305930371813,0.6644487465628819,0.1512387235095023,13.2263899337894,2.9410382023397235,delayed
67,17.91130337041214,1.466385385371689,4.4166806052043714,0.6574232636378606,0.6031068449358574,0.12000280679975468,17.378816834579077,3.425204150257899,smart
68,17.540841638855564,0.5251273857435612,8.382824198124768,0.786625822567891,0.5910941122084725,0.1971960028690629,12.983780104639202,3.2511104362025582,smart
69,16.073977692907075,1.0384417819968106,9.497619085434255,0.7337694327312692,0.45320502514329575,0.12979287980812157,12.747353570327057,2.214860196980581,smart
70,16.22052249925276,0.6830200401966651,8.307599036459328,0.8069729331098678,0.6684177297999362,0.1375075023504231,18.479947434919104,3.631997185244133,delayed
71,15.757799413936091,1.3103864608656672,8.356979361190525,0.6771805761954492,0.7500290788365682,0.12016125310557592,19.23275691202911,4.06363022591717,delayed
72,17.186483071133164,0.9220675194830074,7.393984673052273,0.648980066713303,0.6907490542926562,0.12848424296127062,11.497943753765501,4.32589306286366,immediate
73,19.15016793353266,1.3229645202930234,8.53440356806394,0.46037656752591705,0.6931840846722044,0.18049530895087493,13.795302414518215,3.1675069245716263,immediate
74,22.4172295266918,1.2542340170891748,5.7205634762839095,0.8561276557794304,0.7411026566792298,0.10592472627482459,17.269047656288496,4.558405800282958,smart
75,19.127798643365118,0.7376014989373669,8.02623265053438,0.3658108852055091,0.561853921957377,0.15067445798378878,15.278572866573963,2.9923778445388702,smart
