solar_irradiance,ambient_temp,wind_speed
0.0,3.488043271708615,9.27626122941306
0.0,1.759339732438702,7.84688270537672
0.0,0.574492714572882,9.067108364296883
0.0,3.479392520635895,8.200753323230655
0.0,1.2053437087139605,9.01791031677922
0.0,2.8361116162399,7.7904832201173875
1.8164790405214927e-14,8.786634236492688,8.57699197477153
93.69686209035233,12.211553446707075,9.025485731520797
176.4113591433191,11.267398000416028,10.951194824914072
237.09802381539805,14.76427438949252,9.066876971897013
302.46442067613026,13.9891110891951,11.663903051887948
381.6941839267508,13.46231360140008,11.259800640980266
309.4840064809146,18.633354191595743,11.305294105711866
278.40808705979356,19.346792980935742,11.738900885648373
338.51885654569594,18.62414483184355,11.330778109818414
251.78324137298472,17.72346341818539,10.511174864177553
197.21754332505304,19.33343211152077,10.318832168260096
92.78691829200594,14.166195906720498,12.089481915476574
2.3549146071278963e-14,12.933246566301753,11.286751133787762
0.0,10.535147071382376,9.682575321851886
0.0,10.650753649354721,10.29567439462641
0.0,6.234469339044385,9.493846061020163
0.0,5.112323363052581,8.396259431571696
0.0,3.41244235013629,8.94560617414645
0.0,2.9752099967616505,8.065977138715178
0.0,-0.277525611415423,7.313840989417005
0.0,2.5990398757796114,8.114150578135368
0.0,5.191830582721887,8.365422588688377
0.0,3.7674094060630914,6.966134473435279
0.0,7.850417931815339,8.11193623489339
2.074658705343788e-14,9.092626263458929,8.007689391476905
93.69529456592593,9.90954762538062,7.579527442618853
148.23598099204779,10.574001576978848,8.321333081492897
210.1767101272586,12.540183029016122,8.750475552760182
266.3480829912205,15.952229436431598,9.263685541102051
338.13222613132336,15.298142922189392,11.277315363527734
312.7287882456002,13.58779161904566,10.559037592584572
310.2894786513147,19.136044610223543,10.073428986628521
290.6403602424385,16.162492631835136,10.075743057283681
273.0336562701599,16.227754045636853,10.666168680034756
144.07952007081488,17.353281017972165,11.955019187845302
94.77429555330748,15.891234386090517,10.622212270633165
2.2568614291319443e-14,11.600478679073817,9.872133110693548
0.0,12.826165380791524,10.165693452946135
0.0,12.356909213427175,10.165304971077756
0.0,6.097394390353346,8.323239624542065
0.0,8.969596553402598,9.576286297188085
0.0,1.6474339919528096,8.644670153213923
0.0,7.678327149773521,7.136714459213235
0.0,1.8219546200276118,8.817705803055336
0.0,2.6631160849609072,8.783378371157237
0.0,-1.139591663976761,8.490754480194896
0.0,3.319406728092998,7.8445094799690525
0.0,5.171992197251129,8.437487981078503
2.3039821800984277e-14,6.199557883108137,8.338489176578713
83.57782759628348,7.175167576382211,9.446056580091454
197.96752936880628,8.478753054251495,9.483387225715166
207.60100166909146,14.703487691201913,8.583909876129846
273.66574962390536,14.433496361303025,10.417937132241489
384.54273905931433,19.11024109383305,10.905866229542731
319.09626977479235,16.247120611992788,10.421416428888248
303.9930549638447,17.229699314875237,12.18711444421005
263.7458415711423,20.00307058049945,12.170012401468117
278.1698671719381,14.853338777612542,10.377317340082914
174.57347218804642,14.873158601276788,12.511993835605644
95.94192173737832,18.22370628350583,10.823653223864005
1.9409795241996558e-14,12.028014232860736,11.32874659121948
0.0,8.804332421522195,11.343900503885855
0.0,14.108936467453306,10.065289675133181
0.0,5.513694434738548,9.426999957226059
0.0,6.7401208879634655,10.754943530588488
0.0,4.853198227263287,8.274296914854279
0.0,-2.2268799103108217,8.051537268102846
0.0,2.060539296552692,8.063054068608134
0.0,3.2194064521590753,9.37496518493305
0.0,3.303792105926032,9.864911822506407
0.0,5.20141809053235,7.570411903732534
0.0,3.8907430738976085,9.547455136629655
2.2916085082711813e-14,7.747588837385179,8.054580098990964
105.63568990926262,6.873369456220548,11.028890319322192
168.6837254721436,7.501645120375306,9.54168157047333
215.56110763996386,9.797675562658558,8.190870258266813
321.97116438651693,11.398359042810029,8.78313497912834
365.99566817278156,17.998606138475626,9.571117584250871
359.8230648990854,14.221636165359252,9.994415526569288
303.5562110149897,18.59806424481201,11.73734061247582
304.0510776897033,17.790731565055992,10.475116492922952
231.43675298760388,17.84468941661214,13.252273894861275
