-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 01/01/2023 
Location: Latitude  32.87   Longitude 13.15 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 17.47 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,WS50M,ALLSKY_SFC_SW_DWN
2022,1,1,0,14.92,3.58,0.0
2022,1,1,1,14.87,3.34,0.0
2022,1,1,2,14.8,3.23,0.0
2022,1,1,3,14.81,3.23,0.0
2022,1,1,4,14.77,3.39,0.0
2022,1,1,5,14.69,3.71,0.0
2022,1,1,6,14.6,4.09,0.0
2022,1,1,7,14.71,4.58,36.92
2022,1,1,8,15.58,4.99,190.04
2022,1,1,9,15.97,5.38,391.61
2022,1,1,10,16.3,5.79,499.07
2022,1,1,11,16.55,6.17,584.84
2022,1,1,12,16.66,6.45,591.77
2022,1,1,13,16.67,6.58,552.48
2022,1,1,14,16.55,6.66,437.28
2022,1,1,15,16.3,6.65,265.63
2022,1,1,16,15.89,6.41,83.17
2022,1,1,17,15.34,6.4,0.0
2022,1,1,18,15.33,6.53,0.0
2022,1,1,19,15.22,6.66,0.0
2022,1,1,20,15.15,6.74,0.0
2022,1,1,21,15.12,6.75,0.0
2022,1,1,22,15.12,6.83,0.0
2022,1,1,23,15.12,6.94,0.0
2022,1,2,0,15.08,7.1,0.0
2022,1,2,1,15.16,7.33,0.0
2022,1,2,2,15.19,7.53,0.0
2022,1,2,3,15.13,7.77,0.0
2022,1,2,4,15.11,7.99,0.0
2022,1,2,5,15.11,8.09,0.0
2022,1,2,6,15.08,8.07,0.0
2022,1,2,7,15.19,7.84,22.91
2022,1,2,8,15.78,7.71,106.23
2022,1,2,9,16.36,7.57,190.68
2022,1,2,10,16.77,7.36,237.91
2022,1,2,11,16.92,7.2,288.89
2022,1,2,12,16.9,7.06,291.67
2022,1,2,13,16.81,6.85,292.77
2022,1,2,14,16.62,6.64,222.59
2022,1,2,15,16.33,6.43,167.15
2022,1,2,16,15.97,6.19,79.03
2022,1,2,17,15.55,6.0,0.0
2022,1,2,18,15.54,5.82,0.0
2022,1,2,19,15.48,5.65,0.0
2022,1,2,20,15.44,5.45,0.0
2022,1,2,21,15.36,5.19,0.0
2022,1,2,22,15.3,4.87,0.0
2022,1,2,23,15.33,4.49,0.0
2022,1,3,0,15.26,4.12,0.0
2022,1,3,1,15.18,3.87,0.0
2022,1,3,2,15.09,3.82,0.0
2022,1,3,3,15.01,3.97,0.0
2022,1,3,4,14.94,4.26,0.0
2022,1,3,5,14.83,4.61,0.0
2022,1,3,6,14.73,5.01,0.0
2022,1,3,7,14.65,5.46,37.48
2022,1,3,8,14.84,5.82,128.38
2022,1,3,9,15.02,6.01,264.25
2022,1,3,10,15.23,6.05,384.66
2022,1,3,11,15.44,6.03,428.7
2022,1,3,12,15.64,5.92,474.84
2022,1,3,13,15.8,5.71,381.44
2022,1,3,14,15.84,5.3,303.3
2022,1,3,15,15.74,4.76,194.57
2022,1,3,16,15.32,4.18,85.91
2022,1,3,17,14.57,3.71,0.0
2022,1,3,18,14.55,3.35,0.0
2022,1,3,19,14.65,3.12,0.0
2022,1,3,20,14.76,3.1,0.0
2022,1,3,21,14.74,3.42,0.0
2022,1,3,22,14.6,4.05,0.0
2022,1,3,23,14.37,4.75,0.0
2022,1,4,0,14.13,5.36,0.0
2022,1,4,1,13.94,5.68,0.0
2022,1,4,2,13.73,5.78,0.0
2022,1,4,3,13.5,5.86,0.0
2022,1,4,4,13.2,5.99,0.0
2022,1,4,5,12.87,6.23,0.0
2022,1,4,6,12.57,6.62,0.0
2022,1,4,7,12.57,7.04,39.19
2022,1,4,8,13.62,6.99,213.01
2022,1,4,9,14.35,6.72,393.71
2022,1,4,10,15.05,6.55,524.99
2022,1,4,11,15.79,6.38,605.28
2022,1,4,12,16.4,6.13,614.84
2022,1,4,13,16.99,5.8,562.38
2022,1,4,14,17.33,5.38,450.3
2022,1,4,15,17.39,4.84,285.09
2022,1,4,16,16.7,4.11,95.65
2022,1,4,17,16.17,3.22,0.0
2022,1,4,18,16.32,2.6,0.0
2022,1,4,19,16.18,2.99,0.0
2022,1,4,20,15.69,4.19,0.0
2022,1,4,21,15.22,5.37,0.0
2022,1,4,22,14.87,6.19,0.0
2022,1,4,23,14.51,6.72,0.0
2022,1,5,0,14.09,7.02,0.0
2022,1,5,1,13.69,7.22,0.0
2022,1,5,2,13.32,7.32,0.0
2022,1,5,3,13.12,7.45,0.0
2022,1,5,4,13.04,7.51,0.0
2022,1,5,5,12.84,7.65,0.0
2022,1,5,6,12.65,7.88,0.0
2022,1,5,7,12.73,8.13,37.2
2022,1,5,8,13.9,7.82,208.8
2022,1,5,9,14.91,7.15,388.64
2022,1,5,10,16.05,7.47,524.8
2022,1,5,11,17.17,7.58,601.29
2022,1,5,12,18.17,7.51,623.15
2022,1,5,13,18.79,7.16,567.64
2022,1,5,14,19.01,6.61,453.14
2022,1,5,15,18.93,5.76,283.59
2022,1,5,16,17.91,4.64,94.46
2022,1,5,17,17.33,3.63,0.0
2022,1,5,18,17.36,3.18,0.0
2022,1,5,19,17.05,3.9,0.0
2022,1,5,20,16.37,5.05,0.0
2022,1,5,21,15.62,6.11,0.0
2022,1,5,22,15.01,6.73,0.0
2022,1,5,23,14.49,7.01,0.0
2022,1,6,0,14.01,7.21,0.0
2022,1,6,1,13.63,7.42,0.0
2022,1,6,2,13.31,7.66,0.0
2022,1,6,3,13.18,7.82,0.0
2022,1,6,4,13.04,8.04,0.0
2022,1,6,5,12.9,8.34,0.0
2022,1,6,6,12.77,8.58,0.0
2022,1,6,7,12.95,8.69,33.25
2022,1,6,8,13.76,8.37,178.52
2022,1,6,9,14.31,8.15,348.91
2022,1,6,10,14.87,7.92,458.36
2022,1,6,11,15.62,7.91,573.95
2022,1,6,12,16.23,8.3,591.65
2022,1,6,13,16.52,8.95,543.49
2022,1,6,14,16.52,9.25,432.89
2022,1,6,15,16.33,8.79,271.05
2022,1,6,16,15.82,7.8,89.22
2022,1,6,17,15.14,6.99,0.0
2022,1,6,18,14.97,6.52,0.0
2022,1,6,19,14.91,6.57,0.0
2022,1,6,20,14.91,7.01,0.0
2022,1,6,21,14.83,7.4,0.0
2022,1,6,22,14.58,7.39,0.0
2022,1,6,23,14.22,7.09,0.0
2022,1,7,0,13.85,6.82,0.0
2022,1,7,1,13.53,6.59,0.0
2022,1,7,2,13.33,6.17,0.0
2022,1,7,3,13.15,5.77,0.0
2022,1,7,4,12.94,5.6,0.0
2022,1,7,5,12.62,5.34,0.0
2022,1,7,6,12.18,5.48,0.0
2022,1,7,7,12.01,5.55,22.98
2022,1,7,8,12.4,5.54,104.07
2022,1,7,9,12.66,5.7,214.68
2022,1,7,10,12.87,6.56,216.12
2022,1,7,11,12.9,8.46,293.49
2022,1,7,12,12.8,10.21,256.23
2022,1,7,13,12.66,11.1,216.45
2022,1,7,14,12.6,11.41,166.06
2022,1,7,15,12.67,11.16,98.91
2022,1,7,16,12.73,10.7,37.62
2022,1,7,17,12.82,10.44,0.0
2022,1,7,18,12.94,10.33,0.0
2022,1,7,19,13.05,10.23,0.0
2022,1,7,20,13.17,10.24,0.0
2022,1,7,21,13.22,10.36,0.0
2022,1,7,22,13.42,10.51,0.0
2022,1,7,23,13.73,10.83,0.0
2022,1,8,0,13.85,11.27,0.0
2022,1,8,1,13.96,11.8,0.0
2022,1,8,2,13.9,12.19,0.0
2022,1,8,3,13.98,12.57,0.0
2022,1,8,4,14.0,12.91,0.0
2022,1,8,5,13.94,13.25,0.0
2022,1,8,6,13.88,13.7,0.0
2022,1,8,7,13.87,14.1,29.83
2022,1,8,8,14.1,14.39,139.38
2022,1,8,9,14.26,14.72,267.55
2022,1,8,10,14.25,14.88,379.71
2022,1,8,11,14.17,14.87,356.27
2022,1,8,12,14.08,15.05,497.38
2022,1,8,13,14.0,15.31,335.16
2022,1,8,14,13.89,15.49,234.41
2022,1,8,15,13.9,15.59,151.91
2022,1,8,16,13.95,15.58,44.41
2022,1,8,17,14.0,15.72,0.0
2022,1,8,18,14.09,15.88,0.0
2022,1,8,19,14.13,16.08,0.0
2022,1,8,20,13.72,16.09,0.0
2022,1,8,21,13.42,15.41,0.0
2022,1,8,22,13.63,14.72,0.0
2022,1,8,23,13.81,14.47,0.0
2022,1,9,0,13.93,14.58,0.0
2022,1,9,1,13.96,14.84,0.0
2022,1,9,2,13.79,15.37,0.0
2022,1,9,3,13.69,15.7,0.0
2022,1,9,4,13.9,15.41,0.0
2022,1,9,5,14.15,15.02,0.0
2022,1,9,6,14.15,14.29,0.0
2022,1,9,7,14.19,13.75,29.15
2022,1,9,8,14.43,13.48,144.16
2022,1,9,9,14.63,13.17,247.09
2022,1,9,10,14.96,12.92,378.34
2022,1,9,11,15.21,12.84,418.58
2022,1,9,12,15.31,12.49,515.06
2022,1,9,13,15.37,11.83,550.13
2022,1,9,14,15.36,11.64,429.8
2022,1,9,15,15.55,11.61,267.48
2022,1,9,16,15.62,11.6,79.46
2022,1,9,17,15.52,12.18,0.0
2022,1,9,18,15.56,13.53,0.0
2022,1,9,19,15.03,14.56,0.0
2022,1,9,20,14.36,14.65,0.0
2022,1,9,21,13.94,14.16,0.0
2022,1,9,22,13.74,13.91,0.0
2022,1,9,23,13.7,13.62,0.0
2022,1,10,0,13.63,13.42,0.0
2022,1,10,1,13.57,13.21,0.0
2022,1,10,2,13.58,12.9,0.0
2022,1,10,3,13.43,12.53,0.0
2022,1,10,4,13.25,12.87,0.0
2022,1,10,5,12.88,12.59,0.0
2022,1,10,6,12.61,12.64,0.0
2022,1,10,7,12.69,12.9,32.09
2022,1,10,8,13.17,13.0,183.64
2022,1,10,9,13.88,13.16,357.24
2022,1,10,10,14.69,13.3,484.94
2022,1,10,11,15.37,13.55,548.12
2022,1,10,12,15.84,13.7,581.13
2022,1,10,13,16.22,13.63,454.09
2022,1,10,14,16.39,13.49,329.2
2022,1,10,15,16.25,13.13,171.6
2022,1,10,16,15.48,12.55,64.98
2022,1,10,17,14.58,11.98,0.0
2022,1,10,18,14.08,12.0,0.0
2022,1,10,19,14.02,12.11,0.0
2022,1,10,20,14.05,11.87,0.0
2022,1,10,21,14.14,11.86,0.0
2022,1,10,22,14.3,11.79,0.0
2022,1,10,23,14.38,12.3,0.0
2022,1,11,0,14.23,12.72,0.0
2022,1,11,1,14.01,12.92,0.0
2022,1,11,2,13.84,13.23,0.0
2022,1,11,3,13.72,13.42,0.0
2022,1,11,4,13.65,13.62,0.0
2022,1,11,5,13.6,13.68,0.0
2022,1,11,6,13.51,13.64,0.0
2022,1,11,7,13.51,13.58,33.83
2022,1,11,8,13.72,13.48,187.95
2022,1,11,9,13.83,13.41,306.7
2022,1,11,10,13.87,13.11,392.0
2022,1,11,11,13.76,12.84,398.78
2022,1,11,12,13.73,12.44,367.34
2022,1,11,13,13.77,12.09,358.6
2022,1,11,14,13.75,11.87,274.3
2022,1,11,15,13.7,11.62,176.33
2022,1,11,16,13.62,11.33,77.8
2022,1,11,17,13.64,11.21,0.0
2022,1,11,18,13.87,11.18,0.0
2022,1,11,19,14.03,11.32,0.0
2022,1,11,20,14.18,11.54,0.0
2022,1,11,21,14.21,11.75,0.0
2022,1,11,22,14.19,11.89,0.0
2022,1,11,23,14.08,11.88,0.0
2022,1,12,0,13.95,11.75,0.0
2022,1,12,1,13.85,11.5,0.0
2022,1,12,2,13.73,11.24,0.0
2022,1,12,3,13.72,10.84,0.0
2022,1,12,4,13.69,10.43,0.0
2022,1,12,5,13.68,9.99,0.0
2022,1,12,6,13.64,9.61,0.0
2022,1,12,7,13.67,9.26,25.22
2022,1,12,8,14.01,8.9,104.84
2022,1,12,9,14.25,8.67,216.35
2022,1,12,10,14.33,8.66,285.28
2022,1,12,11,14.26,8.75,355.98
2022,1,12,12,14.15,8.78,418.22
2022,1,12,13,14.22,8.79,393.76
2022,1,12,14,14.19,8.66,283.89
2022,1,12,15,14.17,8.45,193.49
2022,1,12,16,14.1,8.38,84.43
2022,1,12,17,14.04,8.45,0.0
2022,1,12,18,14.09,8.49,0.0
2022,1,12,19,14.15,8.5,0.0
2022,1,12,20,14.22,8.41,0.0
2022,1,12,21,14.33,8.29,0.0
2022,1,12,22,14.34,8.19,0.0
2022,1,12,23,14.32,8.06,0.0
2022,1,13,0,14.17,7.85,0.0
2022,1,13,1,13.74,7.45,0.0
2022,1,13,2,13.23,7.09,0.0
2022,1,13,3,12.89,6.73,0.0
2022,1,13,4,12.66,6.37,0.0
2022,1,13,5,12.53,5.87,0.0
2022,1,13,6,12.46,5.31,0.0
2022,1,13,7,12.66,4.86,36.62
2022,1,13,8,13.68,4.51,176.61
2022,1,13,9,14.05,4.43,334.3
2022,1,13,10,14.19,4.44,434.49
2022,1,13,11,14.12,4.49,481.58
2022,1,13,12,13.93,4.51,501.43
2022,1,13,13,13.53,4.4,438.92
2022,1,13,14,12.98,4.22,340.58
2022,1,13,15,12.62,3.92,223.85
2022,1,13,16,12.37,3.48,98.31
2022,1,13,17,12.13,3.1,0.0
2022,1,13,18,12.06,2.89,0.0
2022,1,13,19,12.07,2.9,0.0
2022,1,13,20,12.18,3.09,0.0
2022,1,13,21,12.3,3.36,0.0
2022,1,13,22,12.36,3.53,0.0
2022,1,13,23,12.34,3.56,0.0
2022,1,14,0,12.3,3.47,0.0
2022,1,14,1,12.23,3.31,0.0
2022,1,14,2,12.05,3.35,0.0
2022,1,14,3,11.74,3.66,0.0
2022,1,14,4,11.35,4.14,0.0
2022,1,14,5,11.04,4.63,0.0
2022,1,14,6,10.73,4.86,0.0
2022,1,14,7,10.58,5.11,34.23
2022,1,14,8,10.96,5.56,190.9
2022,1,14,9,11.46,6.22,354.93
2022,1,14,10,12.02,6.16,463.65
2022,1,14,11,12.15,5.63,523.06
2022,1,14,12,11.98,4.72,555.5
2022,1,14,13,11.81,3.65,405.17
2022,1,14,14,11.73,2.9,316.96
2022,1,14,15,11.8,2.54,191.36
2022,1,14,16,12.03,2.98,79.22
2022,1,14,17,12.33,4.25,0.0
2022,1,14,18,12.93,5.58,0.0
2022,1,14,19,13.43,6.92,0.0
2022,1,14,20,13.88,8.14,0.0
2022,1,14,21,14.13,8.89,0.0
2022,1,14,22,14.1,9.16,0.0
2022,1,14,23,13.84,9.18,0.0
2022,1,15,0,13.53,9.12,0.0
2022,1,15,1,13.33,8.87,0.0
2022,1,15,2,13.06,8.55,0.0
2022,1,15,3,12.83,8.27,0.0
2022,1,15,4,12.68,7.8,0.0
2022,1,15,5,12.66,7.29,0.0
2022,1,15,6,12.51,6.79,0.0
2022,1,15,7,12.62,6.32,31.41
2022,1,15,8,13.29,6.09,175.71
2022,1,15,9,13.76,6.13,300.98
2022,1,15,10,14.12,6.49,426.77
2022,1,15,11,14.27,6.93,549.27
2022,1,15,12,14.48,7.38,507.84
2022,1,15,13,14.59,7.93,485.48
2022,1,15,14,14.55,8.51,348.12
2022,1,15,15,14.42,9.03,222.24
2022,1,15,16,14.08,9.28,117.23
2022,1,15,17,13.74,9.45,0.0
2022,1,15,18,13.81,9.42,0.0
2022,1,15,19,13.92,9.24,0.0
2022,1,15,20,13.92,8.98,0.0
2022,1,15,21,13.91,8.72,0.0
2022,1,15,22,13.95,8.58,0.0
2022,1,15,23,13.95,8.6,0.0
2022,1,16,0,13.95,8.71,0.0
2022,1,16,1,13.86,8.85,0.0
2022,1,16,2,13.87,8.99,0.0
2022,1,16,3,13.74,9.12,0.0
2022,1,16,4,13.75,9.07,0.0
2022,1,16,5,13.69,8.96,0.0
2022,1,16,6,13.75,8.86,0.0
2022,1,16,7,13.86,8.75,28.0
2022,1,16,8,14.19,8.59,124.34
2022,1,16,9,14.42,8.42,204.62
2022,1,16,10,14.62,8.21,257.94
2022,1,16,11,14.67,8.02,321.35
2022,1,16,12,14.65,8.02,331.64
2022,1,16,13,14.62,7.98,310.03
2022,1,16,14,14.62,7.82,212.91
2022,1,16,15,14.48,7.6,169.77
2022,1,16,16,14.27,7.55,82.45
2022,1,16,17,14.12,7.63,7.34
2022,1,16,18,14.19,7.55,0.0
2022,1,16,19,14.26,7.38,0.0
2022,1,16,20,14.33,7.13,0.0
2022,1,16,21,14.38,6.82,0.0
2022,1,16,22,14.43,6.54,0.0
2022,1,16,23,14.43,6.31,0.0
2022,1,17,0,14.37,6.24,0.0
2022,1,17,1,14.41,6.36,0.0
2022,1,17,2,14.36,6.62,0.0
2022,1,17,3,14.25,6.92,0.0
2022,1,17,4,14.18,7.06,0.0
2022,1,17,5,14.12,7.02,0.0
2022,1,17,6,14.08,6.9,0.0
2022,1,17,7,14.17,6.78,33.07
2022,1,17,8,14.55,6.62,135.7
2022,1,17,9,14.82,6.5,238.98
2022,1,17,10,14.95,6.37,301.19
2022,1,17,11,14.94,6.4,371.88
2022,1,17,12,14.87,6.63,356.3
2022,1,17,13,14.73,6.81,267.66
2022,1,17,14,14.49,7.05,230.3
2022,1,17,15,14.26,7.32,175.18
2022,1,17,16,13.89,7.59,102.38
2022,1,17,17,13.37,7.82,8.05
2022,1,17,18,13.16,7.76,0.0
2022,1,17,19,12.8,7.6,0.0
2022,1,17,20,12.66,7.4,0.0
2022,1,17,21,12.62,7.22,0.0
2022,1,17,22,12.62,7.08,0.0
2022,1,17,23,12.66,7.07,0.0
2022,1,18,0,12.88,7.15,0.0
2022,1,18,1,13.08,7.23,0.0
2022,1,18,2,13.36,7.37,0.0
2022,1,18,3,13.73,7.49,0.0
2022,1,18,4,13.86,7.57,0.0
2022,1,18,5,13.94,7.61,0.0
2022,1,18,6,13.98,7.64,0.0
2022,1,18,7,13.95,7.63,32.54
2022,1,18,8,14.35,7.51,156.75
2022,1,18,9,14.62,7.43,259.46
2022,1,18,10,14.79,7.31,333.43
2022,1,18,11,14.76,7.25,376.4
2022,1,18,12,14.82,7.26,365.95
2022,1,18,13,14.76,7.22,310.75
2022,1,18,14,14.7,7.1,251.61
2022,1,18,15,14.51,6.8,175.29
2022,1,18,16,14.25,6.5,87.16
2022,1,18,17,13.98,6.2,7.02
2022,1,18,18,13.86,5.87,0.0
2022,1,18,19,13.87,5.58,0.0
2022,1,18,20,13.86,5.33,0.0
2022,1,18,21,13.83,5.14,0.0
2022,1,18,22,13.77,5.0,0.0
2022,1,18,23,13.65,4.94,0.0
2022,1,19,0,13.51,4.94,0.0
2022,1,19,1,13.38,4.99,0.0
2022,1,19,2,13.24,5.1,0.0
2022,1,19,3,13.12,5.25,0.0
2022,1,19,4,12.98,5.35,0.0
2022,1,19,5,12.85,5.32,0.0
2022,1,19,6,12.58,5.24,0.0
2022,1,19,7,12.54,4.92,40.45
2022,1,19,8,13.0,4.41,220.13
2022,1,19,9,13.19,3.97,399.34
2022,1,19,10,13.45,3.69,518.35
2022,1,19,11,13.76,3.71,612.3
2022,1,19,12,13.92,3.93,629.42
2022,1,19,13,13.98,4.09,581.42
2022,1,19,14,13.94,4.07,478.39
2022,1,19,15,13.81,3.92,321.5
2022,1,19,16,13.42,3.64,135.05
2022,1,19,17,12.63,3.18,8.77
2022,1,19,18,12.52,2.58,0.0
2022,1,19,19,12.55,1.91,0.0
2022,1,19,20,12.59,1.29,0.0
2022,1,19,21,12.59,0.89,0.0
2022,1,19,22,12.51,1.26,0.0
2022,1,19,23,12.38,1.91,0.0
2022,1,20,0,12.23,2.54,0.0
2022,1,20,1,12.04,3.07,0.0
2022,1,20,2,11.87,3.43,0.0
2022,1,20,3,11.73,3.62,0.0
2022,1,20,4,11.63,3.65,0.0
2022,1,20,5,11.54,3.72,0.0
2022,1,20,6,11.44,3.87,0.0
2022,1,20,7,11.51,4.09,42.06
2022,1,20,8,12.57,4.24,219.72
2022,1,20,9,13.2,4.26,398.59
2022,1,20,10,13.84,4.35,540.78
2022,1,20,11,14.37,4.54,625.27
2022,1,20,12,14.71,4.81,637.67
2022,1,20,13,14.96,4.99,579.02
2022,1,20,14,15.08,5.04,483.41
2022,1,20,15,15.01,4.92,329.8
2022,1,20,16,14.38,4.56,137.91
2022,1,20,17,13.62,4.0,8.8
2022,1,20,18,13.68,3.14,0.0
2022,1,20,19,13.93,2.06,0.0
2022,1,20,20,14.08,1.11,0.0
2022,1,20,21,14.06,0.88,0.0
2022,1,20,22,13.8,1.52,0.0
2022,1,20,23,13.51,2.39,0.0
2022,1,21,0,13.14,3.15,0.0
2022,1,21,1,12.83,3.71,0.0
2022,1,21,2,12.56,4.03,0.0
2022,1,21,3,12.34,4.2,0.0
2022,1,21,4,12.12,4.41,0.0
2022,1,21,5,11.86,4.76,0.0
2022,1,21,6,11.61,5.12,0.0
2022,1,21,7,11.73,5.53,40.8
2022,1,21,8,12.9,5.84,218.23
2022,1,21,9,13.57,6.02,404.31
2022,1,21,10,14.12,6.3,551.11
2022,1,21,11,14.51,6.5,634.63
2022,1,21,12,14.76,6.39,664.23
2022,1,21,13,14.92,5.92,616.09
2022,1,21,14,14.94,5.28,505.8
2022,1,21,15,14.76,4.64,341.66
2022,1,21,16,14.07,4.01,142.84
2022,1,21,17,13.24,3.42,9.53
2022,1,21,18,13.2,2.93,0.0
2022,1,21,19,13.23,2.6,0.0
2022,1,21,20,13.27,2.4,0.0
2022,1,21,21,13.29,2.4,0.0
2022,1,21,22,13.28,2.57,0.0
2022,1,21,23,13.24,2.93,0.0
2022,1,22,0,13.12,3.4,0.0
2022,1,22,1,12.98,3.89,0.0
2022,1,22,2,12.83,4.35,0.0
2022,1,22,3,12.65,4.76,0.0
2022,1,22,4,12.44,5.16,0.0
2022,1,22,5,12.28,5.42,0.0
2022,1,22,6,12.23,5.44,0.0
2022,1,22,7,12.51,5.41,39.44
2022,1,22,8,13.83,5.41,205.52
2022,1,22,9,14.56,5.51,378.45
2022,1,22,10,14.89,5.79,508.45
2022,1,22,11,15.0,6.12,612.87
2022,1,22,12,14.87,6.41,565.59
2022,1,22,13,14.64,6.57,479.51
2022,1,22,14,14.41,6.7,365.14
2022,1,22,15,14.07,6.8,240.71
2022,1,22,16,13.57,6.87,122.2
2022,1,22,17,12.83,7.04,8.83
2022,1,22,18,12.72,7.07,0.0
2022,1,22,19,12.65,6.98,0.0
2022,1,22,20,12.62,6.88,0.0
2022,1,22,21,12.6,6.82,0.0
2022,1,22,22,12.57,6.82,0.0
2022,1,22,23,12.52,6.96,0.0
2022,1,23,0,12.48,7.26,0.0
2022,1,23,1,12.43,7.6,0.0
2022,1,23,2,12.4,7.91,0.0
2022,1,23,3,12.55,7.97,0.0
2022,1,23,4,12.6,7.79,0.0
2022,1,23,5,12.58,7.41,0.0
2022,1,23,6,12.57,6.74,0.0
2022,1,23,7,12.83,6.0,32.8
2022,1,23,8,13.66,5.21,171.65
2022,1,23,9,14.03,4.55,293.12
2022,1,23,10,14.17,4.02,369.2
2022,1,23,11,14.25,3.71,478.51
2022,1,23,12,14.23,3.79,480.91
2022,1,23,13,14.08,4.05,357.48
2022,1,23,14,13.74,4.3,298.1
2022,1,23,15,13.3,4.33,217.91
2022,1,23,16,12.8,4.12,94.61
2022,1,23,17,12.31,3.86,7.25
2022,1,23,18,12.06,3.49,0.0
2022,1,23,19,11.98,3.12,0.0
2022,1,23,20,11.87,2.76,0.0
2022,1,23,21,11.68,2.34,0.0
2022,1,23,22,11.72,1.8,0.0
2022,1,23,23,11.82,1.15,0.0
2022,1,24,0,11.8,0.48,0.0
2022,1,24,1,11.72,0.54,0.0
2022,1,24,2,11.54,1.1,0.0
2022,1,24,3,11.44,1.54,0.0
2022,1,24,4,11.33,2.04,0.0
2022,1,24,5,11.29,2.55,0.0
2022,1,24,6,11.37,2.82,0.0
2022,1,24,7,11.65,2.89,37.75
2022,1,24,8,12.46,2.87,206.38
2022,1,24,9,12.87,2.92,354.04
2022,1,24,10,13.25,3.1,529.47
2022,1,24,11,13.64,3.39,643.84
2022,1,24,12,13.94,3.89,599.59
2022,1,24,13,14.11,4.34,482.35
2022,1,24,14,14.19,4.61,369.16
2022,1,24,15,14.18,4.76,266.67
2022,1,24,16,13.85,5.12,142.34
2022,1,24,17,13.13,5.62,11.63
2022,1,24,18,13.03,6.05,0.0
2022,1,24,19,12.98,6.37,0.0
2022,1,24,20,12.91,6.57,0.0
2022,1,24,21,12.84,6.8,0.0
2022,1,24,22,12.7,6.95,0.0
2022,1,24,23,12.57,7.13,0.0
2022,1,25,0,12.42,7.43,0.0
2022,1,25,1,12.29,7.83,0.0
2022,1,25,2,12.23,8.34,0.0
2022,1,25,3,12.12,8.83,0.0
2022,1,25,4,12.27,9.23,0.0
2022,1,25,5,12.53,9.48,0.0
2022,1,25,6,12.71,9.63,0.0
2022,1,25,7,12.9,9.51,34.3
2022,1,25,8,13.19,9.17,153.61
2022,1,25,9,13.44,8.68,252.84
2022,1,25,10,13.69,8.2,351.55
2022,1,25,11,13.96,7.76,472.13
2022,1,25,12,14.01,7.51,507.94
2022,1,25,13,13.87,7.53,494.42
2022,1,25,14,13.64,7.78,422.98
2022,1,25,15,13.3,7.88,293.21
2022,1,25,16,12.75,7.66,148.48
2022,1,25,17,11.75,7.06,12.56
2022,1,25,18,11.38,6.22,0.0
2022,1,25,19,11.14,5.32,0.0
2022,1,25,20,10.95,4.56,0.0
2022,1,25,21,10.92,4.04,0.0
2022,1,25,22,10.89,3.76,0.0
2022,1,25,23,10.81,3.55,0.0
2022,1,26,0,10.76,3.39,0.0
2022,1,26,1,10.69,3.35,0.0
2022,1,26,2,10.61,3.47,0.0
2022,1,26,3,10.51,3.66,0.0
2022,1,26,4,10.47,3.81,0.0
2022,1,26,5,10.45,3.87,0.0
2022,1,26,6,10.42,3.9,0.0
2022,1,26,7,10.58,3.96,37.02
2022,1,26,8,11.28,3.88,176.46
2022,1,26,9,11.63,3.61,253.07
2022,1,26,10,12.01,3.54,300.93
2022,1,26,11,12.33,3.83,371.44
2022,1,26,12,12.62,4.32,655.79
2022,1,26,13,12.73,4.83,575.84
2022,1,26,14,12.71,5.23,374.05
2022,1,26,15,12.61,5.47,248.61
2022,1,26,16,12.3,5.42,136.91
2022,1,26,17,11.61,5.27,13.77
2022,1,26,18,11.54,5.08,0.0
2022,1,26,19,11.51,4.95,0.0
2022,1,26,20,11.45,4.95,0.0
2022,1,26,21,11.4,5.14,0.0
2022,1,26,22,11.33,5.42,0.0
2022,1,26,23,11.23,5.62,0.0
2022,1,27,0,11.02,5.65,0.0
2022,1,27,1,10.85,5.54,0.0
2022,1,27,2,10.74,5.46,0.0
2022,1,27,3,10.63,5.42,0.0
2022,1,27,4,10.58,5.33,0.0
2022,1,27,5,10.66,5.13,0.0
2022,1,27,6,10.68,4.82,0.0
2022,1,27,7,10.86,4.52,33.82
2022,1,27,8,11.57,4.13,170.02
2022,1,27,9,12.04,3.79,287.27
2022,1,27,10,12.55,3.62,377.31
2022,1,27,11,12.94,3.85,499.7
2022,1,27,12,13.17,4.23,570.7
2022,1,27,13,13.25,4.38,550.62
2022,1,27,14,13.13,4.16,486.48
2022,1,27,15,12.98,3.76,331.62
2022,1,27,16,12.64,3.51,155.09
2022,1,27,17,11.9,3.32,13.95
2022,1,27,18,11.84,3.0,0.0
2022,1,27,19,11.9,2.63,0.0
2022,1,27,20,11.96,2.25,0.0
2022,1,27,21,12.02,1.95,0.0
2022,1,27,22,12.08,1.88,0.0
2022,1,27,23,11.98,2.14,0.0
2022,1,28,0,11.88,2.66,0.0
2022,1,28,1,11.7,3.23,0.0
