solar_irradiance,ambient_temp,wind_speed
0.0,2.7181182984549697,8.73536714899985
0.0,2.0361100262014706,8.090931072922634
0.0,-0.28916356296669843,9.38822160037283
0.0,1.6385692115314119,8.444198778895062
0.0,3.54870520621722,7.1356003078041566
0.0,6.883355491488296,7.93698320041041
2.117434573108263e-14,4.4640041322732635,7.3535113747272245
95.91863368808973,8.604757614881791,8.038396202302103
194.94201120800446,11.322682215734776,12.19648514220929
203.76414810283327,12.630227851825518,9.436886310266969
247.83063456097148,15.478695809345837,9.661985819447814
384.20657971913397,17.519836400991107,10.00139781998357
300.33025134253575,10.899818693369172,10.087414413319344
342.2475658773419,18.312958425301648,11.563675089068003
325.8601963070929,17.904526603561454,10.08737709023454
285.05726258803395,18.877934159614714,10.63651456203015
145.1330511094103,19.41298665824978,11.231225546911228
83.18707385379004,15.548327932472011,9.871832262356534
2.2890740704382716e-14,15.647457502198469,13.051231865171609
0.0,14.207235347125618,10.664137620585924
0.0,8.153363807209747,11.014521978038402
0.0,6.174694802328167,9.400960974373257
0.0,5.162296359575063,7.999842922241974
0.0,2.666191449959991,8.945887439013378
0.0,6.669176107210996,7.792728401156754
0.0,-0.678696549926673,9.419650296247376
0.0,2.153817781046041,7.937547917467572
0.0,2.2736924059727173,8.624110414618137
0.0,5.305821879901647,8.323587389547516
0.0,3.648684698778328,8.900140562479237
2.0417933195617852e-14,6.4923192159842475,10.715768674521474
101.20861030253836,6.7348339980347935,10.402376774574366
146.17893252440805,11.369582562518591,9.744397762613513
248.52654130089167,13.117734929412167,8.79235797860748
288.12434208271463,15.27053510104417,10.830126546437196
338.8688876533334,16.66274881766059,10.171499845202804
343.23864989728264,17.876866950653824,10.45110919145444
324.6859000140016,14.80743371462333,12.427138225228482
341.4050254565834,17.791399232157637,11.121080658840093
278.44861191134675,20.745240106513908,9.768170256747679
186.60287936858285,17.607660446927632,12.529168812711365
104.44070974580647,13.930251816367138,11.17454759307086
2.2401050403555997e-14,13.597796878022947,11.593940007301226
0.0,12.02592516709172,11.355504714561498
0.0,12.055866204001356,9.278951791742193
0.0,6.090532211179241,8.848972630571494
0.0,4.5403478434973135,8.493377130641834
